summoner_id,account_id,puuid,profile_icon_id,revision_date,summoner_level
_XX6KP_EWHxY6YXLXS97avmz0ZUVynLhWmrHPffTKutDOtC0,oBlSN1-LK29mm8Kct8RpI3NOC45kKqqIVjgkjPk22_uIX6F6QHyRyDzt,hlRVSiblSJLp___HxkC0QITLVQZ5yhyY6OphXVWDpMv-n2aBaoIQk-W6US33KBMFYga4zXAXQh-Emg,4668,1723006012000,60
_YMBv82saPdXjDj2DTc71cQ4GkplmIIRmymHoLwk-5e7m3qg,3IsZEjB1mL5Ql6H29rpKTPOmiOwrWu5hXyGmeuJ7zferDZ2fFbBWMHEn,ZvssdEqLXftP02lOaO9HwYNGV2O3yV5Pk2e8gFekiAbVikKRTj-JijviOitFG8f2bePLqTXF4to54Q,5227,1722858314000,208
_Yw758QsMAp7CNsKbsaTgpB7HA4JviI7_C274GjmywwBR2BA,NGox92MwXW4_4o8WP_oxaqaswIQm9xu7BQzZAHGnt897fAOU-V_3lnF8,iAia1crCAW59jyi29Z4IH31kiD4G1aXmmq1u2mVsHXO5gfuPNN2Id4lDd263iywYCBLjcvyiPeuTvQ,4831,1725060793000,195
--yDuIIktIqjdme32tV29wcBIFPE08CY8WhiZhL4Gd6p60aE,ZVgKilsLNWqgjyn7pSk9GwTZP4xVALlbCZcd1KnUZr1VhnydtuLltGjy,z_Fsi2R5ah8GZsOrkqpdobOUAqOZF3_eqwfuQctrX8ehlDGKrJ1u6Cl0oAicAcUG_QVIvY0jf5_skA,29,1724276482000,67
-0FAl-E5gzHW35MsMHI7ZBv4jCme6S8TT2W7az4-G7x7Y-Yy,eTiKEOu_vyTZ8XgkTD0yReAynRbdFgx7bqAlt4i0-bg_FexmWi2IewFl,4QaKJIaSawcgOIhVLnhYnfFD_oAQdbQH7c2FJ-lBpp5VjTCDzAd-OTUPMFosLDyMh7PCVjfuGCWQxw,4570,1724854675000,370
-1ddPTjEGbdaQR2HcKWdP0qkBfSjsyJcFot0WGcyGxkjSy4,wvJx5RaA7vXvdHzHyUpfRrlFbNnLEvY-ibbDOudLPb01QA,RoLxmWWmsOna5YvTmFrHFcR8kJ-oD_gEWrg50IXgOk9f72h6QrmAf4pc74OA9MwV_TqMOUFg7w0E7w,5734,1723688644000,225
-2ksdxdFEy1AnyqNsmO-RI_2n8ic7mAzN5-LYGvttHTwY2eE-qNkM6qiGA,4fCGEyYTImixXYiYRsP1UbaNjOKyqInaRjeIMvFOQ16v_o4b_TtEwQiM,5ZtFhvVzgWjZLnMIzqYMNBVGRZ64i8HXtWp8XpR8LvdMOxRnN2EGEcwSWj1ZfNq8h9OcXpWa8TgxFA,6030,1725502590848,344
-3ntNAfsqQ8f8pHSCh805dnhlQvmv2_GYLWxhwDfn6I1h2g,C0bTKCSFg1VigWZTWA3JEwdwZYsoSzlnRwJIJEEEeSu4qQ,wUf8hGtN0VBZ72cT-W-tzvMLoF340w4Kerhuwak2cmIlfIhO_oXOPopoQ5GulUliJWBwNcDb9ha_yw,513,1719438440000,124
-3octyr43CfmenR8kI_NBmo2L1Z7EuzW7TyGxq23Gn4yvB6x,3tNtVXD9effuOtri8D6-6Ts3AT-o44uHrw-bdcuAdX3wurUV5sMK7P2u,WFLE8MX8wos2II_se4qUSCO-4_Ok7B22ZlRdGAZoblsOaD4Wcq2kzpPMTat_wvPZ-RLWyEyvYZScpg,22,1724677922000,31
-48H0zwIE1AchxYRFBcFn7fSEEr6OplutJMpZ4QFhSWflnQA,sp0TrZMekpg12Oe8eFnIoHkpOOQBsFQYBn4LR6EwaI3rXAJG7MhUD7jz,yFB_A6iw0V7o-0AXkFfsNq56jBPS42k44wETaTzSDNGg3MIu5ogZTLkC0xaXj7I1dPLdql_syvpYew,5471,1722029124000,168
-4le7Ki3BnzKo2nGERmm8V8LIzkJuUM3yK_6CmDQoFHC3nXo,xg9Rz3zfnzD8qzWoN4K5INwEJhB9mcVenuseqLI4u-ek_J1Yg83u9AFC,gmKB5UHtq3vSST1HM1SRaPU3-1S-a3e6s2Pm3uea_fQ6IFksjAHFVLSe8Pn7oP4WrjUwNbeyyt7dlA,6386,1718676217000,164
-57abaqo0rKW30x3I3SoJuDtkU0-vqFOXNNhomuF3lbHj-g,FwtYiB9_klMXfQ_9ZnzKSlIlnL1yhvKndkxy4vkTToahNA,c7pUG09dZouD0o-kLdH4dHC_gRTgHFNx-mNUU7XUBD4SZySdzGGoRbCPahfqeIherlW1wvwMfaI4Qw,3465,1725477911000,495
-BuxGQBn0sGfDUFdpPX7WjtCO82yg4x1PjiWjjiBVua9AZc2,f6YfcsiX9z6_845UhSDCUcNg1UJZpGHIvgVj-GWhRJRciLpqQx3xa7JP,vJ62kQdk0JpizXHZys1s1ltCd6XnaMh-oEqQRzX2hxKbECMNoq6qUQgvEq4YTH6nFWvBwFRIF8ZdAA,6503,1725245320000,314
-Cqsn93hMv_QFJDvMgj0e6ZrGIxQwqQ9A62e-fKdlc0ixyOK,iob7UGTfToISMlqMUKa-VXmPvYuUo_hN2PFpqjpmj6vYpDKVMNQWTixc,0eOl9KNlR558qqd2N_UVkkdden3ePbSVzKa1TGfOb8Nqjh0uNNOw01H7EhNPMsxasXR2nJYMILYM-Q,6265,1725502782503,344
-D7G5Q31odyA5MB6rDTvKJwiCLr-iWHmV55cAr9jOLVyEh60,s7aCaoSIP5fdbkfP7CdGTwzUPLSBUFJKuw0TdKPx9QEDfDACvJ-Z0ni2,XpZKYCJtOc6derpkO66_4-Xp5pKt_6aPCKhaF1GVCWhPZc-uQutbDiExhZBrbJlOH3nfftO1YoGh8g,6465,1725510518764,290
-dFS-HHvzS2plDsGEqPBTCjTHYucny0XBqSBmq_gVmfYlmNE,vAVcGQeBDZVAKXndEeHCdDanTTzrjcPCDC48NKoFiK_RTd58BNYcno7N,opmX2luWv1iepVw1pucc3rMB2Xejd_lUeTnlanoG20ySRUdOIiib6ydMZXN4uSCTRF4lMcN53QghBg,6502,1724592862000,39
-f7P8IuMS-rKUJS_tysYOD_YOEfIpuLLSXQAdyi7Gx1Lhfe4,6hqq4I3rdzmlpp0hDJueIGIkeO0doLP0Xpfn0ilNsMrqSMPyrnPZdFs6,rLVQEpAUZ39k_8pf22CtjrgV3NPmqhl1bN7z_unVgz9XNvoNQl0kHriJWdgoLUFurh75O9nDh0LrFQ,1636,1723350285000,445
-fT4ReY0JD9vVgvXLmQTpu3a1m3hjNbB4QTzNyJw-7D-N5KN,Pnf1e4EcIZ2m3vPeHvNAH-FeT1fpIOqLzBW5WIClc5PrvSFuA-2gSp2k,Eyog7FzmLx32X2VVxekZxFpsw5Olem8au2_U30_sWBrY4GYE37VTRBfJHUG-xEFu8G0Gml5e1SpojQ,5045,1724668384000,113
-g4olB6AdmqB-DivMW8gPzzw1TKgsZSDKyXKYpwWtJMOR6aloC85lodSqw,GLSjje6Q1m-XpA_JDhLDH74mysCM-87e5YiwKvFeKyhcuEFbedFngkY8,wtGqXmhIVnMvTnVs5FIQJXTvM6Su49XFQEEQs1kd1_H-t71g1mVsC7rhzcUJ1dRy4f-1R1uJX_TUqA,3593,1724910165000,126
-glDobFJIcX4YCTgGHq5i13U_jZzJxtSXVM0BgUQQxGeAUjA,im2DN_fAgFY9X9UPPPa320yhkUBJlSCiBJvqKelGnw00O5s5-0mT71ED,sppNJnmp4HRfdhHYf6XfeuBbj4Ixj0uXf0MMsFE-5UJCYD6C4iK6H1KfgHYhPav_3c3dELUpfOANlQ,6555,1721793888000,264
-iFIf03fLTiRa_4v3tTb1k4bqDTH5jv6mWC18PLVVNh76J2b,DIPQb-66HAJY9Sn65WniQZyy3H0oM9IpjZxjNIlLLLU14vyCLCtVPO75,zV17olbYbH_gJIFmGumLfN8SMR6XJJ3QukKd2_k3NdpUiM4ICHL8PN_B3YIKOzTM2CGv4LdINOx1Fw,6621,1721874087000,477
-l6zmMNCZuLhaee_gfYEs3SVhyRX7iBzSEGkef160VrkSUXG,7ky7bk_60PnK0zh_n2SJzvUJyW9rZYrspA9OyXzNoPudoj7iH_cmpfJj,VXlrVgNClQCirH9UpBc51C1sJwgC9OP-8_FPbSMQ8vSGnjG2g4Dlfmve4ji1JDufSqWOub2tx34lOg,6570,1723532406000,43
-Lyq2zvAD0sGip0DZlJgxlLzVOJwnE-2cPkom2h1sEjY_PMf,TIjJQGiFHzFhIj6TmdPizF8wzE4dm7LVlGr2DXd8Cf2XORK49oF4lfkO,komnZ56Zrl_xfHfz9n8wWvcW9qb3Y27qVv-AKIIZW47VOh7hq4hFO90bTVXsGUFJ0mxeO-wHAg1Bmg,6621,1725478132000,459
-m3mBUmCWsh5dwJ9hUoDb10RzPsv7nsxAH6UOIFFpUiaqMHK,kVCZIyvBVi3miP-fJdliqpGAJE2BmF7TqAP3OMqPckqHKRxHDGLmYSo6,0_YNN1f0eK0CqXaMl_pUSFGagAWbT7GVTWNl4QYGUo1D0XOufsFBszG65p3so-85zPD5cuqrrcqEzw,6698,1725081926000,534
-p1Bu6m1y9w2cFV4Y_gAylvJQlF_JeyOyZfDBAbe5SI9uzc,50zO6CQOHmFSpQXmkHCra4c8IAaqNoh7dznoEk5C74VKvA,3-uyKrHhiH7SLbfNLPSWuBNw7OIm9Im1iq3qetkbHwV5YorM52pU6LmyrQ9ET9_UQ6227Un4dFFfUw,5799,1724630449000,66
-QUCkJ2v0GoVjWyjEVmoFP-6IrQwbiCHeqDqxbxr8dPATQZIzBbJlfqc0A,deCtR8zIGq-15cpnwgiFuhFg3dlsaUTtEzcuJBCem4wKClMqt65tGB_V,BJJVYMPS093z9PtvpBVWXIRowzMPX0EkVuFs2WiQMM6xY3qF4iqBJAoZ5Ys4YGjzE9v1GfhaRbRRhQ,6650,1724627095000,40
-rdB1Bic_kYUMfjKaYup5QJ8Y4PPV5ty_6iYRHpknHlygk2V,ThzZBxbn5o5d8k3vi72kHRyWzgxa3-UmWTr31x0RxLNpBqDyU1chBtTD,-32vcQ08M1Ko1pTg9wCRZUf5RqpAHMCq1mxpDxVZC8_SiAiRZSen2iaDkEi3xlT5lXUlJ-q5FkhLqw,1453,1719276944000,50
-rYdRGkBnz-H_GQz-zK90uRlfRHxjwNyzGdwHgPZsrjB5Kr3,hYcQCOdu4h5eTczykH_dyuE_oV0mj02dDg_CNKsCyqNzzgNQrjzxqvOQ,jj1j1fiAlr7pRQ4buzIUhqAI4CWkw5FogF4R0tzfjF_XT6GYMJSAufxUs3x74248kHYKUdPW2BOnIQ,4819,1724726820000,75
-SndFWc0ON6d0yToVHDN-eKQp8Ywz3AM83zKtwna7V6OShN5,zkVJ_0dvoNVYZjdjSfeRGxLzOqBQt-OBc7QzQRx1RJIIg0Mj8xCUFsSk,VSRqyxZgZiIIrhsqbXfu3aCh_xDOpkbfNkLNulCK1J8-Hs4P3bXl0vVYLzBU3zg5r9riTQ22SwJtHg,29,1725409673000,810
-vaC0OOhDH21a_a8oKjOeAnuu0qBXiCkZeIqrjKAQShWcvix,hZoRJmYoMQRspuMntFbfn-5mvtu553CM60LgUldUJqfIgb7Y56ui55LE,FQEBOtLx_YvVkhNGyrKotf0sHVoTAEiGXvxRJDEuw6sSeesani8_moRVTXD--bP5v51teK_EWksmOA,5418,1722455667000,167
-VjlQjLehA44n4iWnKMaBh6I_pqhbVIEZyFlan_XX1efHnUu,1r3j0TRyrc4oFDTL7gWUrwI48KeqroYIvBuVx1S_LC_19fCpY6Ddi9rf,Fu81Wi2ilabzWd-FLuqxLaM4EC92XcONO5IENzC941ieBjgxAGwMqwbFjQGa1JZalzLJJP-1JnQJzQ,17,1719755963000,94
-VoastBz7wHvpow5JXpzRrHoVhPS1p9257-Gwnbb6FAN1o-M,m3fdRswz1rC8sg6YYcoiP3lS6UOxorkQnZ7u2CJLJc6BUzKLcNVVFvBi,-nL8KrP1X64TOAlKg2Rmh-NOcC9rmh2MH48-Oq_v15wWU5KpLcLWi-e4tWeGKX-UNPRneY1jnGjf2g,3545,1722869457000,99
-yDl8lllBceGiAZObqUhoFL1Wc9Pjekth8WrOvJlOtBBUDdu,xa8c7-Jf-DndTRUheI3wkjYt4U1mVgCU3c5szjwFrW0PJ_uw2DHbpr6x,pWhVEUAsAfqbRoHnBOOUhgCElE2mTQklVscuMuUi5phDXe7BkvL2-9YI3LC-0PNEeuv2NyCesdnUaQ,7,1724373140000,275
-yjw6SYgcT8QBr3swOVf_gMpH9MrL5lVz-ARJfa20y1SObyf,BymG82cYcO_P-pEuQ-a4MYQt6PlYFZxBvXIAg6NqTwKpnuwHSFZt-ViY,NhomlUxKF1IDZEGQKlx2c9VI2GwFFNRWX92YRRZ2bcX0FAwbMC4x_9mrHpY2Jkss4Z-Xq3lNmytOhw,1149,1723105665000,49
00dnHYtJ3fXQ30N1guwkg9gxMLPa1u8V6Lel1_V63EgmZNct,7bypSIhQ_GsrdYIOGloh49XbA-MVz6nk8mGpTYMTrmbmFSx8cuYM6nTz,WubFzBf96XYswv5-mSjG2fXPnq0o2rbzTbQGXaPcfOA5SQIiHsVkoG8odgcp_jl4U0HU0nCqKntvbg,5530,1723997908000,403
00FwXWjDCBKIRCcSI1h8fPgZQMpV75zcXt9SmKtBjKtorUQU,TCv7XG-UgG0LMqs2fcIwhGLpoAeuVdG2SNw71MnzRLpEUKc3CVAda5h_,9IrfP4d8TxB7BafySGfu5RZqhgN84r46Z5yu2OyhjIHt6ihMMYukkaxpgT4ql9dVU4f96bcMh56h6w,3466,1725424160716,476
00Oc63HNZoKElpvh3fKrUPsAN6y3QT6eZI3NbIKRnDNPjxgH,xFoihjdAuX7n-x8MqWmtomq3tRm-r6gwRMiQM1xpuNZr9tohnh8b6KS-,51VPUj88R_YxMZSqv1zyB6q0HkWbs0vIylGLoxWbKntAD5laa9lEVkH6swXEgs2NbPrzqs_mKNXwqg,6631,1724523444000,827
01rAc-JNthXlKMR3qT-rxxYAIUdHoHe3cNpuTDGht7svEtd1fKvzRb8u_g,qcgjKGG9qb6JZsRTVVjAL36bDJBmRrZ_Wx2LR2nMySbz4jNP5cJGlkz4,KMuYOFIPgEfo_sZBhH2UdqGnSh8kfXBnWnNkEeR3sFRqqVHmJlummRhS6l2tbw9GfwPMY5deCaF29g,17,1719715291000,43
02R5Ahhqm259nlETnul37a6-QU8czzrpnAZ-yO0-Bj94r8kb,SdN1iYZGOW5rxolIx-x_0Wx3ZcKS7WWQlNzrxteZpf7a7l3NSDpyHrsi,Dqc_VPVFkGtGSocW9F25rSxssq-mdDRoh94xt6tvcDfA_St3mqhfCp_h-rsu6mH2Z_9PyQEZErPDlQ,6450,1725423187445,379
06trfC0HTYHIyajanGr5zayXIrCdSigUzfHfc59RmjOxAfE,9vykfcE1FLLR36LTelu_MoAC_Ness6kGCX5kPnkMKFt83g,5xtrsOM78hgQF7UaDy-denxeTXRe7UbWq-Vo9vhgCO8-EQmcAfdsX5MmA7Bem257k6F1LaFdZGIx9Q,3790,1721160386000,65
07FrX4ENKxuqKljSl20yI2yNJJgmBOrmF6y0P59PIXBlpizarZGY8hvPrQ,mrJpxhWC7778V2zyYEiKs9rkLC5RGUNEpLG5zZ63vZacFqBerm4RFO5g,AyOYq6WhfppE6_aumw8VkWPAku0degGWosbsEgaguYKo_yDZdJ4e_FobDuLMOmsKGtDa6d0W1gUwVg,5614,1725335727000,106
07h1m6B6vPuFiHbajS_s6PkKjuoHFWxuAmsgnGMyUkfTeuyp-9pt6_vq3w,qkTz_xIKlWqBUP09tl6rF8fBRn4bpaC2sPxbzSrgLnoNhoEneLTV5gaX,fupwm1Ob4Rb8oGxJjeoYfLRzIftSpLGSzlykoWy_Z2Rh9appv5rH243565qkutTn9uxSRXrj3ySU2w,666,1719787650000,127
08tDuknNlQx1zh0u0Y7VJJxvx-hKcFBH4j0IxH6L23q08bsw,jMh0A2UsRLLx9MjSR9E6NOiMCBfEAEv8epSff1YT9IXbxo-9ZeYjENMf,BKOWBS55h9v80hQjgkCncL36ACkNAbze26XaPKVsioq-qaMNP5ZbQm1iuvZnNvrD-bWitfzQuPEmLQ,6380,1719029786000,558
0al35vejbVK4Gj6RSHMKfx_9JCcMxnYrxuPXwjNzqVJVneCY,31HMe0mAZT36MNqR1b3mg6UpbN_a14eDFenkQbyufwZX9MZBmvj-N73Q,v5a30A3niwVWRUNUBEUE0P1tkshaktV5bgHXwj9OMV79wH3YjXQCehimGjGcOf76W4OIFUJgzpJw1A,3873,1725497231000,583
0axMXa4eMe0Oz-jdLk6kGdXb801v8PIwUNeK6K7kAj6kfg2DIy9M33X0UA,5_IoPFj4-ScW88ThZqYpZ4MnCeMd6zdYA8X7vR5v166tdrnp6VOyuj8h,5mmqxv7-zoxI6nn2LIMzWRCg3dvuOmymCNmHvOtZwwvA1KghnoYSkx9Em4z_zHtvL1WmgG9ehQdSSg,27,1724646826000,36
0bQWGsxSmEGlKDWKX5TlvL6d9-6ldoNsV_XTV3x-KiEUyILEesBJiuamOA,I-PRQvWC4frLrx1v2oNIEkqZSAm3ZFGblJU9w-l4Jww_3MB0UTiZtVgZ,AkI5hbsY-uTkqOsMLNdagDHmbFcrFbccTXzQyIC790yhhzBXdVWUG8_l5PhB5To9gCHTYDz3n5g2Cg,4550,1725486033770,542
0CUh6QeIk-uL2IZtjUPKqeF1QAn7Crw59k8CH9bUdhKXMiZD,Fx_Rx0_2XpMBKNl221x7wEdvjumY0jlpuMnHEG_F3M3gPEa6bpW6sm6q,92VkItWEzIl6hJxU2Xb_9w2MAkP8ZKi_DphatnS9n2Dw3rZin1iz16Nw4TeGxBBH5qA4rNyKXTXu7w,4970,1724619161000,409
